,quarterlyInventory,annualChangeInInventory,annualDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,trailingInterestExpense,trailingPretaxIncome,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualRepaymentOfDebt,annualInterestExpense,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyTotalRevenue,annualTaxProvision,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualTotalRevenue,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentAssets,annualOperatingExpense,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyChangeInInventory,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualStockholdersEquity,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1199059200,4744000.0,,41378000.0,,176000.0,,-3305000.0,-436851000.0,-21779000.0,2701000.0,69653000.0,,,4744000.0,3746000.0,72179000.0,-1972000.0,,,49174000.0,3682000.0,,,4965000.0,,10560000.0,236360000.0,,1010196000.0,72179000.0,6734000.0,,,2948000.0,50054000.0,23420000.0,96293000.0,-19757000.0,2701000.0,102000.0,,0.75,2518000.0,1010196000.0,-53578000.0,1124524000.0,,,,41330000.0,,,1447047000.0,2701000.0,0.0,,17134000.0,49046000.0,-18831000.0,,,1184499000.0,702809000.0,,,,4123000.0,,,,,36694000.0,-101343000.0,-100327000.0,6734000.0,,26491000.0,6734000.0,,3682000.0,36694000.0,,6734000.0,62057000.0,,,6734000.0,,-20733000.0,22163000.0,85879000.0,17887000.0,6734000.0,30258000.0,22688000.0,,,,367082000.0,,31159000.0,795315000.0,,2701000.0,,7889000.0,130722000.0,,,63304000.0,59975000.0,174303000.0,23420000.0,372000.0,1447047000.0,,,69653000.0,,-6032000.0,,795315000.0,-262000.0,,,-436851000.0,,59975000.0,-12563000.0,14130000.0,,,,-384000.0,,-10669000.0,,173617000.0,,,0.0,173617000.0,,1184499000.0,27217000.0,30258000.0,22575000.0,,,31006000.0,389184000.0,60312000.0,27217000.0,289220000.0,31159000.0,-24124000.0,,54262000.0,-51289000.0,,1124524000.0,8042000.0,8042000.0,,289220000.0,702809000.0,,389184000.0,8369000.0,,,,8369000.0,0.75,,,,,,,,,,,,,,,,,,,,,,,
1206921600,4779000.0,,,,-131000.0,,,-446637000.0,-29825000.0,16701000.0,,,,,4564000.0,70468000.0,8816000.0,,,42558000.0,,,,1633000.0,,310000.0,,,,,,,0.005,17242000.0,,22768000.0,,-3767000.0,16701000.0,,,,125000.0,1022329000.0,,1136096000.0,,,,,,,,,,,,,-12583000.0,,,1187215000.0,,41376000.0,,,,,,,,,,,2967000.0,,6734000.0,2967000.0,,3682000.0,26653000.0,,,,,,2967000.0,,-29825000.0,,72921000.0,,,,14227000.0,,,,,,,803847000.0,,,0.005,185000.0,,,,47563000.0,51119000.0,,,,1468966000.0,,,78672000.0,,-6093000.0,,,,,,,,,,5005000.0,,,,-407000.0,,8242000.0,,167710000.0,,,0.0,,,,22761000.0,35318000.0,25358000.0,,,,383368000.0,,,288495000.0,,,,,,,,185000.0,185000.0,,,682595000.0,41422000.0,,,,,,9244000.0,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,4671000.0,,,,352000.0,,,-455862000.0,-13525000.0,25701000.0,,,,,4718000.0,70003000.0,2545000.0,,,44308000.0,,,,-142000.0,,16558000.0,,,,,,,0.24,15509000.0,,23789000.0,,3162000.0,25701000.0,,,,6442000.0,1048064000.0,,1162747000.0,,,,,,,,,,,,,1984000.0,,,1231828000.0,,41434000.0,,,,,,,,,,,6129000.0,,2967000.0,6129000.0,,3682000.0,46925000.0,,,,,,6129000.0,,-14892000.0,,105581000.0,,,,30200000.0,,,,,,,842956000.0,,,0.24,10116000.0,,,,65232000.0,69081000.0,,,,1503926000.0,,,112877000.0,,-6098000.0,,,,,,,,,,20924000.0,,,,223000.0,,-4100000.0,,171728000.0,,,-1367000.0,,,,28966000.0,40251000.0,40349000.0,,,,388872000.0,,,288281000.0,,,,,,,,10116000.0,10116000.0,13835000.0,,687377000.0,41482000.0,,,,,,12367000.0,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,4914000.0,,,,-696000.0,,,-463375000.0,-37273000.0,42701000.0,,,,,4168000.0,72415000.0,6629000.0,,,44975000.0,,,,35956000.0,,35408000.0,,,,,,,0.53,48264000.0,,22954000.0,,3280000.0,42701000.0,,,,13222000.0,1088892000.0,,1207338000.0,,,,,,,,,,,,,10991000.0,,,1291045000.0,,41434000.0,,,,,,,,,,,9409000.0,,6129000.0,9409000.0,,207000.0,45616000.0,,,,,,9409000.0,,-51613000.0,,131702000.0,,,,51496000.0,,,,,,,889677000.0,,,0.53,22186000.0,,,,85247000.0,83707000.0,,,,1552267000.0,,,146049000.0,,-6098000.0,,,,,,,,,,40272000.0,,,,2174000.0,,12681000.0,,187565000.0,,,1000.0,,,,40497000.0,57732000.0,46455000.0,,,,401368000.0,,,288663000.0,,,,,,,,22186000.0,22186000.0,14995000.0,,694085000.0,41480000.0,,,,,,8991000.0,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,5070000.0,-322000.0,41468000.0,,-604000.0,,11282000.0,-470712000.0,-27181000.0,42818000.0,123196000.0,,,5070000.0,3730000.0,74736000.0,-6708000.0,,,58831000.0,207000.0,,,-35882000.0,,11440000.0,272647000.0,,1112367000.0,74736000.0,13869000.0,,,14715000.0,95730000.0,23743000.0,121461000.0,4460000.0,42818000.0,,,0.95,4122000.0,1112367000.0,7135000.0,1338309000.0,,,,41420000.0,,,1583079000.0,42818000.0,32844000.0,,17180000.0,63936000.0,-12466000.0,,,1418107000.0,868842000.0,,,,-860000.0,,,,,41772000.0,-107804000.0,-99877000.0,13869000.0,,9409000.0,13869000.0,,207000.0,41772000.0,,13869000.0,81976000.0,,,13869000.0,,-3547000.0,1565000.0,100108000.0,24131000.0,13869000.0,38606000.0,25537000.0,,,,410312000.0,,39805000.0,1015158000.0,,42818000.0,,6950000.0,137665000.0,,,74605000.0,79798000.0,190671000.0,23743000.0,,1583079000.0,,,123196000.0,,-6060000.0,,1015158000.0,10659000.0,,,-470712000.0,,79798000.0,1352000.0,15774000.0,,,-3718000.0,8669000.0,,-15471000.0,,188820000.0,,,34210000.0,188820000.0,,1418107000.0,34857000.0,38606000.0,25503000.0,,,39437000.0,402949000.0,6734000.0,34857000.0,287498000.0,39805000.0,-24349000.0,,59429000.0,-12074000.0,,1338309000.0,7318000.0,7318000.0,17181000.0,287498000.0,868842000.0,,402949000.0,12890000.0,4436000.0,,,12890000.0,0.95,,,,,,,,,,,,,,,,,,,,,,,
1238457600,5068000.0,,,,843000.0,,,-482235000.0,-25004000.0,54891000.0,,,,,4359000.0,76675000.0,5637000.0,,,39014000.0,,,,234000.0,,3991000.0,,,,,,,0.06,11478000.0,,25148000.0,,-8591000.0,0.0,,,,1570000.0,1122779000.0,,1350003000.0,,,,,,,,,,,,,-13526000.0,,,1422308000.0,,41460000.0,,,,,,10792000.0,,,,,5278000.0,,13869000.0,5278000.0,,207000.0,37988000.0,,,,,,5278000.0,,-25706000.0,,86613000.0,,,,19142000.0,,,-1373000.0,,,,1022737000.0,1543000.0,,0.06,2421000.0,,,,45289000.0,72305000.0,,,,1605014000.0,,,130074000.0,,-6114000.0,,,,,,,,,,6275000.0,,-494000.0,,,,-638000.0,,185128000.0,,,0.0,,,,27076000.0,37195000.0,41324000.0,,3906000.0,,399571000.0,,,287202000.0,,,,,,,,2421000.0,2421000.0,18861000.0,,295478000.0,41518000.0,,,,-483000.0,892663000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,5244000.0,,,,1457000.0,,,-492989000.0,-27926000.0,14664000.0,,,,,5961000.0,78400000.0,45225000.0,,,59011000.0,,,,-340000.0,,18879000.0,,,,,,,0.29,19082000.0,,31411000.0,,36220000.0,0.0,,,,6789000.0,1145367000.0,,1378748000.0,,,,,,,,,,,,,-8844000.0,,,1503240000.0,,41490000.0,,,,,,10822000.0,,,,,41498000.0,,5278000.0,41498000.0,,207000.0,48344000.0,,,,,,41498000.0,,-28087000.0,,116667000.0,,,,35122000.0,,,-240000.0,,,,1097484000.0,8373000.0,,0.29,12090000.0,,,,74965000.0,124492000.0,,,,1638356000.0,,,101210000.0,,-6119000.0,,,,,,,,,,15954000.0,,2396000.0,,,,-6154000.0,,191098000.0,,,-2275000.0,,,,26613000.0,38202000.0,41702000.0,,3906000.0,,405756000.0,,,383500000.0,,,,,,,,12090000.0,12090000.0,19385000.0,,381906000.0,41534000.0,,,,-52956000.0,996274000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,5457000.0,,,,1028000.0,,,-501704000.0,-29932000.0,24424000.0,,,,,5530000.0,85904000.0,-6942000.0,,,66175000.0,,,,106000.0,,,,,,,,,0.47,46603000.0,,30456000.0,,6083000.0,0.0,0.0,,,,1174583000.0,,1409096000.0,,,,,,,,,,,,,16671000.0,,,1549474000.0,,41490000.0,,,,,,10564000.0,,,,,47581000.0,,41498000.0,47581000.0,,207000.0,54380000.0,,,,,,47581000.0,,-33578000.0,,139167000.0,,,,34353000.0,,,-98000.0,,,,1129982000.0,5645000.0,,0.47,19592000.0,,,,90269000.0,140378000.0,,,,1676287000.0,,,130838000.0,,-6120000.0,,,,,,,,,,24094000.0,,,,,,9929000.0,,204570000.0,,,-1273000.0,,,,47314000.0,52034000.0,48898000.0,,2615000.0,,419492000.0,,,373541000.0,,,,,,,,19592000.0,19592000.0,19084000.0,,303875000.0,41534000.0,,,,-4666000.0,999144000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,5530000.0,-460000.0,41532000.0,,652000.0,41643000.0,38288000.0,-510985000.0,-27746000.0,24953000.0,110358000.0,,,5530000.0,6103000.0,94169000.0,-5632000.0,,0.0,39961000.0,208000.0,,,0.0,,,233311000.0,0.0,1198077000.0,94169000.0,9866000.0,,,-4739000.0,72424000.0,28544000.0,97897000.0,-37715000.0,0.0,584000.0,,0.975,,1198077000.0,-4003000.0,1433340000.0,2615000.0,,,41490000.0,,,1709062000.0,0.0,-3104000.0,-60811000.0,21313000.0,,-32485000.0,-1813000.0,,1525581000.0,203997000.0,,,,3748000.0,,,9465000.0,,46119000.0,-110608000.0,-114715000.0,9866000.0,,47581000.0,9866000.0,,208000.0,46119000.0,,9866000.0,58119000.0,,,9866000.0,,-27344000.0,0.0,106925000.0,,9866000.0,39286000.0,21261000.0,,,-102000.0,449372000.0,,40554000.0,1104947000.0,-14221000.0,24953000.0,,6451000.0,216061000.0,,,51757000.0,92241000.0,175192000.0,28544000.0,614000.0,1709062000.0,,,110358000.0,,-6123000.0,1340000.0,1104947000.0,,0.0,994589000.0,-510985000.0,,92195000.0,-9764000.0,11796000.0,,,0.0,,,-12901000.0,,204898000.0,,,444000.0,204898000.0,,1525581000.0,45123000.0,34917000.0,55168000.0,,2615000.0,40554000.0,420634000.0,13869000.0,36681000.0,374269000.0,40554000.0,-24476000.0,,75243000.0,-38184000.0,,1433386000.0,6451000.0,6451000.0,17912000.0,374269000.0,184328000.0,,420634000.0,11113000.0,970000.0,-2706000.0,994589000.0,11113000.0,0.975,,,,,,,,,,,,,,,,,,,,,,,
1269993600,5807000.0,,,,-69000.0,,,-522508000.0,-26121000.0,32087000.0,,,,,5671000.0,93124000.0,7020000.0,,,52060000.0,,,,-716000.0,,,,,,,,,0.05,22129000.0,,30569000.0,,1486000.0,0.0,,,,,1227180000.0,,1472166000.0,,,,,,,,,,,,,-3992000.0,,,1562449000.0,,41556000.0,,,,,,11405000.0,,,,,11352000.0,,9866000.0,11352000.0,,208000.0,45162000.0,,,,,,11352000.0,,-27663000.0,,90272000.0,,,,18550000.0,,,-1566000.0,,,,1145703000.0,-768000.0,,0.05,2018000.0,,,,59818000.0,90283000.0,,,,1749688000.0,,,119406000.0,,-6178000.0,,,,,,,,,,7758000.0,,2620000.0,,,,6086000.0,,200738000.0,,,24000.0,,,,38107000.0,42157000.0,30454000.0,,2615000.0,,416746000.0,,,381048000.0,,,,,,,,2018000.0,2018000.0,17444000.0,,131411000.0,41586000.0,,,,-991000.0,1026297000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,5702000.0,,,,1000.0,,,-533424000.0,-34337000.0,58073000.0,,,,,5904000.0,96781000.0,18081000.0,,,45454000.0,,,,-682000.0,,,,,,,,,0.25,10727000.0,,32094000.0,,-5706000.0,903000.0,,,,,1253464000.0,,1508794000.0,,,,,,,,,,,,,-23610000.0,,,1600399000.0,,41606000.0,,,,,,11452000.0,,,,,5613000.0,,11352000.0,5613000.0,,208000.0,49733000.0,,,,,,5646000.0,,-34514000.0,,118321000.0,,,,26922000.0,,,,,,,1179198000.0,6095000.0,,0.25,10381000.0,,,,61738000.0,91605000.0,,,,1786888000.0,,,145711000.0,,-6189000.0,,,,,,,,,,16284000.0,,-3545000.0,,,,-7561000.0,,204930000.0,,,-1743000.0,,,,35250000.0,37905000.0,56583000.0,,2615000.0,,421201000.0,,,380017000.0,,,,,,,,10381000.0,10381000.0,18480000.0,,320903000.0,41636000.0,,,,-11196000.0,1033487000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,5925000.0,,,,995000.0,,,-538919000.0,-38883000.0,58624000.0,,,,,6474000.0,106184000.0,-4580000.0,,,50961000.0,,,,-31000.0,,,,,,,,,0.49,44610000.0,,33462000.0,,4092000.0,0.0,819000.0,,,,1280411000.0,,1540212000.0,,,,,,,,,,,,,5727000.0,,,1631940000.0,,41622000.0,,,,,,11731000.0,,,,,9738000.0,,5646000.0,9738000.0,,208000.0,48413000.0,,,,,,9738000.0,,-35938000.0,,146349000.0,,,,36799000.0,,,,,,,1195458000.0,-1091000.0,,0.49,20386000.0,,,,76826000.0,91728000.0,,,,1819330000.0,,,155539000.0,,-6189000.0,,,,,,,,,,25865000.0,,2325000.0,,,,10201000.0,,219127000.0,,,4710000.0,,,,6898000.0,48502000.0,69523000.0,,2615000.0,,436482000.0,,,380285000.0,,,,,,,,20386000.0,20386000.0,17794000.0,,320992000.0,41648000.0,,,,-27345000.0,1039919000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,6058000.0,-528000.0,41638000.0,,1285000.0,45265000.0,79515000.0,-549469000.0,-24585000.0,26130000.0,107348000.0,,,6058000.0,8325000.0,109328000.0,58994000.0,,0.0,43048000.0,208000.0,,,1429000.0,,,296292000.0,,1294297000.0,109328000.0,42277000.0,,,-1956000.0,75510000.0,39367000.0,104641000.0,32539000.0,3025000.0,93000.0,,0.905,,1294297000.0,32411000.0,1565856000.0,2615000.0,,,41612000.0,,,1843766000.0,3025000.0,3169000.0,-93880000.0,26373000.0,,-26541000.0,-1891000.0,,1692066000.0,170799000.0,,,,2216000.0,,,10677000.0,,39505000.0,-123926000.0,-122614000.0,42277000.0,,9738000.0,42277000.0,,208000.0,39505000.0,,42277000.0,61813000.0,,,42277000.0,,-24499000.0,0.0,105457000.0,,42277000.0,38688000.0,22588000.0,,,-93000.0,460399000.0,,37656000.0,1256540000.0,-4016000.0,26130000.0,,4871000.0,164107000.0,,,54959000.0,126210000.0,234479000.0,39367000.0,912000.0,1843766000.0,,,107348000.0,,-6197000.0,220000.0,1256540000.0,,,1149192000.0,-549469000.0,,126210000.0,-9452000.0,11911000.0,,-316000.0,0.0,,,-18178000.0,,217801000.0,,,178000.0,217801000.0,,1692066000.0,45983000.0,35609000.0,50498000.0,,2615000.0,37656000.0,435526000.0,9866000.0,25813000.0,479181000.0,37656000.0,-24753000.0,,75276000.0,-48416000.0,,1565856000.0,4871000.0,4871000.0,21558000.0,479181000.0,201481000.0,,435526000.0,7799000.0,1084000.0,-54348000.0,1149192000.0,7799000.0,0.905,,,,,,,,,,,,,,,,,,,,,,,
1301529600,6072000.0,,,,543000.0,,,-561055000.0,-24467000.0,31227000.0,,,,,7772000.0,116964000.0,158000.0,,,56243000.0,,,,1674000.0,,,,,,,,,0.065,24576000.0,,36460000.0,,-1408000.0,2561000.0,,,,,1308365000.0,,1585982000.0,,,,,,,,,,,,,109000.0,,,1715111000.0,,41696000.0,,,,,,13014000.0,,,,,40869000.0,,42277000.0,40869000.0,,209000.0,36135000.0,,,,,,40869000.0,,-26142000.0,,98149000.0,,,,22962000.0,,,-1589000.0,,,,1282976000.0,-4153000.0,,0.065,2719000.0,,,,66191000.0,129129000.0,,,,1869420000.0,,,117505000.0,,-6406000.0,,,,,,,,,,9948000.0,,7934000.0,,,,909000.0,,214113000.0,,,-86000.0,,,,45584000.0,47582000.0,31958000.0,,2615000.0,,432135000.0,,,478974000.0,,,,,,,,2719000.0,2719000.0,20502000.0,,321975000.0,41712000.0,,,,-220000.0,1165471000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,6064000.0,,,,180000.0,,,-567788000.0,-27801000.0,35137000.0,,,,,7545000.0,122290000.0,-3137000.0,,,67097000.0,,,,379000.0,,,,,,,,,0.29,23091000.0,,37375000.0,,-7987000.0,2297000.0,,,,,1327596000.0,,1613542000.0,,,,,,,,,,,,,-4710000.0,,,1745153000.0,,41752000.0,,,,,,12823000.0,,,,,32882000.0,,40869000.0,32882000.0,,418000.0,51647000.0,,,,,,32882000.0,,-27941000.0,,131397000.0,,,,32378000.0,,,-69000.0,,,,1306913000.0,14407000.0,,0.29,12190000.0,,,,86652000.0,131611000.0,,,,1895384000.0,,,131626000.0,,-6420000.0,,,,,,,,,,19555000.0,,651000.0,,,,-2511000.0,,219885000.0,,,-134000.0,,,,30620000.0,42545000.0,44745000.0,,2615000.0,,438240000.0,,,477968000.0,,,,,,,,12190000.0,12190000.0,20554000.0,,341864000.0,41768000.0,,,,-1106000.0,1175287000.0,13085000.0,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,5778000.0,,,,-1810000.0,,,-580009000.0,-37249000.0,42252000.0,,,,,7333000.0,127326000.0,1001000.0,,,77583000.0,,,,-6492000.0,,,,,,,,,0.5,50057000.0,,33549000.0,,13830000.0,1500000.0,,,,,1347438000.0,,1645936000.0,,,,,,,,,,,,,12808000.0,,,1801152000.0,,41780000.0,,,,,,13176000.0,,,,,46712000.0,,32882000.0,46712000.0,,418000.0,58554000.0,,,,,,46712000.0,,-37228000.0,,169254000.0,,,,43254000.0,,,-86000.0,,,,1347097000.0,4757000.0,,0.5,20935000.0,,,,107661000.0,155216000.0,,,,1927447000.0,,,160725000.0,,-6419000.0,,,,,,,,,,30078000.0,,-4033000.0,,,,19979000.0,,234400000.0,,,106000.0,,,,38713000.0,58419000.0,61593000.0,,2615000.0,,454055000.0,,,477559000.0,,,,,,,,20935000.0,20935000.0,21646000.0,,342488000.0,41789000.0,,,,-418000.0,1186372000.0,11065000.0,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,5913000.0,,41772000.0,,1346000.0,51981000.0,-3078000.0,-579262000.0,-29029000.0,53673000.0,151875000.0,,,5913000.0,7064000.0,118622000.0,-1100000.0,,,51971000.0,418000.0,,,-1766000.0,,,320061000.0,,1381119000.0,118622000.0,27203000.0,,,13548000.0,111272000.0,37067000.0,119148000.0,-19509000.0,2655000.0,0.0,,0.9,,1381119000.0,-15074000.0,1740699000.0,2615000.0,,,41762000.0,,,1960381000.0,2655000.0,-3042000.0,-2963000.0,29714000.0,,-15481000.0,-1744000.0,,1854587000.0,205204000.0,,,,259000.0,,,12968000.0,,48923000.0,-118546000.0,-123268000.0,27203000.0,,46712000.0,27203000.0,,418000.0,48923000.0,,27203000.0,67167000.0,,,27203000.0,,-31957000.0,-6205000.0,103014000.0,,27203000.0,42682000.0,20554000.0,,,0.0,501814000.0,,37712000.0,1404758000.0,-10399000.0,53673000.0,,1868000.0,181753000.0,,,59557000.0,113888000.0,252894000.0,37067000.0,965000.0,1960381000.0,,,151875000.0,,-6429000.0,4612000.0,1404758000.0,,,1252883000.0,-579262000.0,,113888000.0,13354000.0,7586000.0,,2653000.0,,,,-5023000.0,,229839000.0,,,-2928000.0,229839000.0,,1854587000.0,21680000.0,42682000.0,43457000.0,,2615000.0,37712000.0,449829000.0,42277000.0,21680000.0,481632000.0,37712000.0,-25674000.0,,85758000.0,-7274000.0,,1740699000.0,1868000.0,1868000.0,23056000.0,481632000.0,205204000.0,,449829000.0,9184000.0,7205000.0,-1219000.0,1252883000.0,9184000.0,0.9,,,,,,,,,,,,,,,,,,,,,,,
1333152000,5827000.0,,,,1214000.0,,,-594173000.0,-28665000.0,57439000.0,,,,,6736000.0,121323000.0,-4185000.0,,,71190000.0,,,,-1974000.0,,,,,,,,,0.03,22916000.0,,38236000.0,,-11189000.0,3389000.0,,,,,1400621000.0,,1761462000.0,,,,,,,,,,,,,-5749000.0,,,1868519000.0,,41842000.0,,,,,,14410000.0,,,,,16014000.0,,27203000.0,16014000.0,,419000.0,50408000.0,,,,,,16014000.0,,-29920000.0,,116749000.0,,,,21017000.0,,,-1357000.0,,,,1423854000.0,334000.0,,0.03,1085000.0,,,,77797000.0,107057000.0,,,,1994794000.0,,,164518000.0,,-6586000.0,,,,,,,,,,6607000.0,,1089000.0,,,,6332000.0,,224337000.0,,,102000.0,,,,24244000.0,53282000.0,38952000.0,,2615000.0,,444665000.0,,,481085000.0,,,,,,,,1085000.0,1085000.0,23018000.0,,154592000.0,41842000.0,,,,-2431000.0,1259336000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,6066000.0,,,,218000.0,,,-607313000.0,-33319000.0,94459000.0,,,,,6875000.0,118594000.0,29036000.0,,,71252000.0,,,,-1861000.0,,12965000.0,,,,,,,0.31,9181000.0,,37560000.0,,4802000.0,4255000.0,,,,,1419254000.0,,1783260000.0,,,,,,,,,,,,,-24138000.0,,,1918162000.0,,41911000.0,,,,,,14144000.0,,,,,20816000.0,,16014000.0,20816000.0,,419000.0,54610000.0,,,,,,20816000.0,,-33415000.0,,143552000.0,,,,33334000.0,,,,,,,1466747000.0,8545000.0,,0.31,12965000.0,,,,90874000.0,134902000.0,,,,2026567000.0,,,210747000.0,,-6601000.0,,,,,,,,,,19622000.0,,-4382000.0,,,,-13546000.0,,230702000.0,,,-1453000.0,,,,37169000.0,57423000.0,52678000.0,,2615000.0,,451415000.0,,,479958000.0,,,,,,,,12965000.0,12965000.0,22167000.0,,343304000.0,41911000.0,,,,-21214000.0,1256000000.0,25100000.0,,,,,,,,,,,,,,,,,,,,,,,,
