,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualStockBasedCompensation,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingIncome,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualOtherNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,quarterlyCapitalExpenditure,trailingTaxProvision,trailingNetIncome,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualCostOfRevenue,quarterlyBasicEPS,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1259539200,33927000.0,-275120000.0,35572000.0,35572000.0,,,28173000.0,,,2443479000.0,,1059913000.0,-25614000.0,-28912000.0,312000.0,2761352000.0,,518359000.0,1109729000.0,,34046000.0,828424000.0,905512000.0,30392000.0,34046000.0,4087989000.0,7314791000.0,108293000.0,,77942000.0,19905000.0,636783000.0,,-13212000.0,19811000.0,,4087989000.0,-327741000.0,2761352000.0,77942000.0,,-460212000.0,,33770000.0,152032000.0,,-7328000.0,,420843000.0,,3821265000.0,-95896000.0,169596000.0,1457438000.0,,,,221437000.0,,5851000.0,,19811000.0,1457438000.0,,1457438000.0,-2.401961,,,1457438000.0,-640737000.0,1483052000.0,-229342000.0,,-326094000.0,0.0,217557000.0,1154045000.0,204986000.0,1457438000.0,,,,,,331184000.0,4726777000.0,-2346000.0,-731492000.0,35572000.0,636783000.0,7314791000.0,34759000.0,1059913000.0,6240000.0,,,0.0,331184000.0,,,120093000.0,-52954000.0,-436000.0,204986000.0,169596000.0,-1566000.0,0.0,0.0,,-272502000.0,,,-2.401961,,,6160746000.0,-417147000.0,,-424337000.0,518359000.0,,254016000.0,8429000.0,188593920.0,2443479000.0,-40541000.0,1457438000.0,-314345000.0,-7624000.0,278152000.0,,165078000.0,-455014000.0,18626000.0,70850000.0,,-195988000.0,,3119387000.0,905512000.0,-340119000.0,-284908000.0,1154045000.0,-17879000.0,420843000.0,,6160746000.0,33770000.0,,4726777000.0,,-822000.0,3821265000.0,,0.0,-320480000.0,152032000.0,210500000.0,828424000.0,,188593920.0,,,,,-229758000.0,428964000.0,913741000.0,-417147000.0,-27588000.0,-19000000.0,-52954000.0,217557000.0,,-417147000.0,120093000.0,,,1203422000.0,3459506000.0,,,,,,,,,,,,,,,,,
1267315200,89416000.0,,-6523000.0,-7473000.0,,,,,,,,982828000.0,-544234000.0,,890000.0,,,424210000.0,557634000.0,,34046000.0,,,,,,,,,153057000.0,,677325000.0,,5452000.0,,,4101016000.0,,3309941000.0,,,,,22640000.0,,,-7386000.0,,,,,,,,,,-0.039216,,,2904000.0,,19820000.0,,186313200.0,913204000.0,,,,913204000.0,,1457438000.0,,,-432542000.0,,112385000.0,2371910000.0,,,18665000.0,,,,,443245000.0,5003383000.0,2000000.0,,-6523000.0,,7981747000.0,87496000.0,,811000.0,,,,,,,,,-1573000.0,,174019000.0,,0.0,,,79959000.0,,,,,,,,,2524000.0,,,,6298000.0,,2435191000.0,-424109000.0,913204000.0,,,9542000.0,,-91553000.0,,-72357000.0,,,16808000.0,,,710614000.0,,-19045000.0,,6680000.0,,,5609837000.0,22640000.0,,,,-188565000.0,4292769000.0,,,-11572000.0,,,814515000.0,,,-1920000.0,,,,-5832000.0,,574442000.0,,,-209541000.0,,,,,,186313200.0,,,,-0.039216,,,,,,,,,,,,,,,,
1275264000,185258000.0,,39719000.0,46584000.0,,,,,,,,962010000.0,343861000.0,,863000.0,,,404563000.0,737086000.0,,34046000.0,,,,,,,,,162744000.0,,704914000.0,,-2091000.0,,,4162134000.0,,3518808000.0,,,,,22234000.0,,,-7401000.0,,,,,,,,,,0.205882,,,3446000.0,,19828000.0,,186672240.0,1257065000.0,,,,1257065000.0,,913204000.0,,,-24493000.0,,161057000.0,2460709000.0,,,17516000.0,,,,,529747000.0,5219947000.0,-3783000.0,,39719000.0,,8248880000.0,186236000.0,,1201000.0,,,,,,,,,-220000.0,,173509000.0,,33723000.0,,,111290000.0,,,,,,,,,56516000.0,,,,5341000.0,,2473893000.0,-19085000.0,1257065000.0,,,3229000.0,,-39709000.0,,-24528000.0,,,77395000.0,,,739129000.0,,35554000.0,,6138000.0,,,5788171000.0,22234000.0,,,,-326802000.0,4480818000.0,,,-11030000.0,,,846833000.0,,,978000.0,,,,55161000.0,,814481000.0,,,177688000.0,,,,,,186672240.0,,,,0.205882,,,,,,,,,,,,,,,,
1283212800,-85587000.0,,30035000.0,38830000.0,,,,,,,,932985000.0,-219531000.0,,16000.0,,,393051000.0,751831000.0,,34046000.0,,,,,,,,,191386000.0,,772706000.0,,7953000.0,,,4274327000.0,,3482219000.0,,,,,23994000.0,,,-7392000.0,,,,,,,,,,0.156863,,,3376000.0,,19828000.0,,196957920.0,1037534000.0,,,,1037534000.0,,1257065000.0,,,-121609000.0,,203206000.0,2543431000.0,,,17668000.0,,,,,603114000.0,5211476000.0,1155000.0,,30035000.0,,8279899000.0,-85248000.0,,419000.0,,,,,,,,,-13000.0,,200015000.0,,62855000.0,,,-140182000.0,,,,,,,,,60479000.0,,,,5356000.0,,2501763000.0,-113966000.0,1037534000.0,,,6885000.0,,-99061000.0,,20353000.0,,,73144000.0,,,796272000.0,,39435000.0,,7345000.0,,,5736468000.0,23994000.0,,,,-6028000.0,4415204000.0,,,605000.0,,,869476000.0,,,339000.0,,,,49150000.0,,824975000.0,,,-19978000.0,,,,,,186726300.0,,,,0.156863,,,,,,,,,,,,,,,,
1291075200,85141000.0,-673371000.0,32030000.0,42518000.0,,,7995000.0,,,2608949000.0,,889095000.0,356601000.0,34635000.0,469000.0,3880456000.0,,384233000.0,809178000.0,,34046000.0,894108000.0,823917000.0,28075000.0,34046000.0,4169608000.0,8787851000.0,335840000.0,,38252000.0,13520000.0,735644000.0,,29469000.0,19998000.0,,4169608000.0,-537859000.0,3880456000.0,38252000.0,,124367000.0,,25058000.0,195065000.0,,-7398000.0,,274228000.0,,4769551000.0,-120862000.0,168006000.0,1394135000.0,,,,2238000.0,,3794000.0,,19998000.0,1394135000.0,,1394135000.0,0.5,,,1394135000.0,178670000.0,1037534000.0,40783000.0,,40785000.0,16853000.0,271678000.0,2874520000.0,252925000.0,1394135000.0,16576000.0,,,,,690451000.0,5593468000.0,-8547000.0,94725000.0,32030000.0,735644000.0,8787851000.0,80682000.0,889095000.0,5564000.0,,,0.0,690451000.0,,-5062000.0,93926000.0,-57860000.0,0.0,252925000.0,168006000.0,-1806000.0,101309000.0,,,22544000.0,,,0.5,,,5913331000.0,95261000.0,,59151000.0,384233000.0,,-63303000.0,11080000.0,186619200.0,2608949000.0,-116211000.0,1394135000.0,-25734000.0,-9175000.0,-158101000.0,,115076000.0,-616159000.0,-44330000.0,70425000.0,,50946000.0,,3074022000.0,823917000.0,218293000.0,38781000.0,2874520000.0,14472000.0,269166000.0,,5913331000.0,25058000.0,,5593468000.0,,-94764000.0,4769551000.0,,101309000.0,-3737000.0,195065000.0,73611000.0,894108000.0,,192634140.0,-4459000.0,,,,25888000.0,-115247000.0,860124000.0,95261000.0,-29577000.0,387671000.0,-57860000.0,271678000.0,-184699000.0,120459000.0,93926000.0,,,1457438000.0,2855729000.0,,,,,,,,,,,,,,,,,
1298851200,9675000.0,,27406000.0,38726000.0,,,,,,,,829660000.0,-187549000.0,,4754000.0,,,367086000.0,532642000.0,,34046000.0,,,,,,,,,,,772889000.0,,56349000.0,,,4296772000.0,,3881367000.0,,,,,23352000.0,,,-7469000.0,,,,,,,,,,0.137255,,,3767000.0,,20028000.0,,198756180.0,1206586000.0,,,,1206586000.0,,1394135000.0,,,-67846000.0,,122339000.0,2803443000.0,,,22079000.0,,,,,970682000.0,5347498000.0,-4416000.0,,27406000.0,,8580484000.0,9675000.0,,326000.0,,,,,,,,,0.0,,147046000.0,,125559000.0,,,-33353000.0,,,,,,,,,62167000.0,,,,6730000.0,,2640377000.0,-2136000.0,1206586000.0,,,57746000.0,,-81071000.0,,-95751000.0,,,25403000.0,,,636471000.0,,36321000.0,,-4525000.0,,,5777041000.0,23352000.0,,,,-177177000.0,4711027000.0,,,-2405000.0,,,914045000.0,,,,,,,2051000.0,,558045000.0,,,-195088000.0,,,,,,187838100.0,,,,0.147059,,,,,,,,,,,,,,,,
1306800000,-5066000.0,,13785000.0,24847000.0,,,,,,,,867068000.0,-75132000.0,,99000.0,,,358394000.0,718095000.0,,34046000.0,,,,,,,,,,,845581000.0,,24284000.0,,,4301565000.0,,3856619000.0,,,,,20598000.0,,,-7477000.0,,,,,,,,,,0.068627,,,3884000.0,,20030000.0,,199211100.0,1131454000.0,,,,1131454000.0,,1206586000.0,,,-110309000.0,,189502000.0,2922300000.0,,,22468000.0,,,,,1103887000.0,5439981000.0,3735000.0,,13785000.0,,8699229000.0,-6373000.0,,10801000.0,,,,,,,,,-10000.0,,168398000.0,,159609000.0,,,-42979000.0,,,,,,,,,25800000.0,,,,4776000.0,,2651845000.0,-93428000.0,1131454000.0,,,1184000.0,,30347000.0,,14370000.0,,,46398000.0,,,716294000.0,,25800000.0,,33559000.0,,,5776929000.0,20598000.0,,,,32290000.0,4723687000.0,,,953000.0,,,920353000.0,,,,,,,25800000.0,,764493000.0,,,23362000.0,,,,,,188313420.0,,,,0.068627,,,,,,,,,,,,,,,,
1314748800,-120192000.0,,20730000.0,23500000.0,,,,,,,,801271000.0,-204123000.0,,694000.0,,,336714000.0,654578000.0,,34046000.0,,,,,,,,,,,866707000.0,,5626000.0,,,4265010000.0,,3893588000.0,,,,,22776000.0,,,-7479000.0,,,,,,,,,,0.107843,,,4670000.0,,20038000.0,,199055040.0,927331000.0,,,,927331000.0,,1131454000.0,,,-124706000.0,,215365000.0,3160879000.0,,,24107000.0,,,,,1467117000.0,5443731000.0,-358000.0,,20730000.0,,8724018000.0,-122192000.0,,108132000.0,,,,,,,,,-19000.0,,196793000.0,,189667000.0,,,-166446000.0,,,,,,,,,52856000.0,,,,4714000.0,,2670491000.0,-66065000.0,927331000.0,,,-58930000.0,,-67408000.0,,7517000.0,,,165615000.0,,,748872000.0,,24079000.0,,8910000.0,,,5563139000.0,22776000.0,,,,4111000.0,4694859000.0,,,579000.0,,,933604000.0,,,-2000000.0,,,,142839000.0,,820193000.0,,,-17866000.0,,,,,,188358300.0,,,,0.107843,,,,,,,,,,,,,,,,
1322611200,-143552000.0,-136154000.0,30278000.0,25471000.0,,,109099000.0,,,2696468000.0,,785411000.0,236273000.0,-18312000.0,1204000.0,3775971000.0,,326200000.0,1161121000.0,,34046000.0,956401000.0,1289764000.0,24047000.0,34046000.0,4360535000.0,9154671000.0,164758000.0,,29031000.0,21500000.0,743594000.0,,-1569000.0,20208000.0,,4360535000.0,-237285000.0,3775971000.0,29031000.0,,2806899000.0,,28530000.0,319245000.0,,-7481000.0,,-259135000.0,,4561382000.0,-106841000.0,201101000.0,1163604000.0,,,,6751000.0,,9179000.0,,20208000.0,1163604000.0,,1163604000.0,0.480392,,,1163604000.0,2806899000.0,927331000.0,84690000.0,,65576000.0,-43189000.0,762463000.0,3111714000.0,396040000.0,1163604000.0,21996000.0,,,,,1301475000.0,5851146000.0,-7714000.0,97974000.0,30278000.0,743594000.0,9154671000.0,-150181000.0,785411000.0,-10160000.0,,,,1301475000.0,,-9936000.0,95256000.0,-76795000.0,-5695000.0,396040000.0,201101000.0,-5724000.0,219386000.0,,,-205694000.0,,,0.470588,,,6042957000.0,92199000.0,,42949000.0,326200000.0,,-230531000.0,7827000.0,188231820.0,2696468000.0,25475000.0,1163604000.0,-14570000.0,-8753000.0,1968000.0,,79229000.0,-249389000.0,-32977000.0,90650000.0,,-208467000.0,,3095385000.0,1289764000.0,2902155000.0,11774000.0,3111714000.0,15850000.0,-269071000.0,,6042957000.0,28530000.0,,5851146000.0,,-108613000.0,4561382000.0,,219386000.0,-13697000.0,319245000.0,-448472000.0,956401000.0,,199088700.0,-6629000.0,,,,-236997000.0,-38903000.0,952654000.0,92199000.0,-29906000.0,354350000.0,-76795000.0,762463000.0,0.0,112544000.0,95256000.0,,,1394135000.0,193230000.0,,,,,,,,,,,,,,,,,
1330473600,-132444000.0,,14968000.0,7977000.0,,,,,,,,728988000.0,-240698000.0,,10761000.0,,,317136000.0,691561000.0,,34046000.0,,,,,,,,,,,785433000.0,,11368000.0,,,4667542000.0,,4068452000.0,,,,,26842000.0,,,-7562000.0,,,,,,,,,,0.078431,,,7630000.0,,20254000.0,,218089260.0,922906000.0,,,,922906000.0,,1163604000.0,,,-40875000.0,,259449000.0,2987062000.0,,,24849000.0,,,,,1517792000.0,5544241000.0,-644000.0,,14968000.0,,8867494000.0,-132444000.0,,44751000.0,,,,,,,,,,,170216000.0,,111223000.0,,,-143180000.0,,,,,,,,,6453000.0,,,,8161000.0,,2722796000.0,156706000.0,922906000.0,,,141712000.0,,-172159000.0,,-103149000.0,,,33295000.0,,,746801000.0,,6453000.0,,2326000.0,,,5880432000.0,26842000.0,,,,-340977000.0,4797440000.0,,,-1524000.0,,,963807000.0,,,,,,,6453000.0,,724856000.0,,,-264960000.0,,,,,,189716940.0,,,,0.078431,,,,,,,,,,,,,,,,
1338422400,-81363000.0,,452703000.0,454424000.0,,,,,,,,785781000.0,-93524000.0,,1313000.0,,,302853000.0,81271000.0,,34046000.0,,,,,,,,,,,789320000.0,,7574000.0,,,4799298000.0,,4064531000.0,,,,,29168000.0,,,-7570000.0,,,,,,,,,,2.019608,,,4861000.0,,20266000.0,,222371220.0,829382000.0,,,,829382000.0,,922906000.0,,,-38586000.0,,263472000.0,3389829000.0,,,23803000.0,,,,,1988088000.0,5571301000.0,352000.0,,452703000.0,,9351209000.0,-81363000.0,,54818000.0,,,,,,,,,,,154664000.0,,138665000.0,,,-159167000.0,,,,,,,,,819716000.0,,,,7771000.0,,3177378000.0,21490000.0,829382000.0,,,-19203000.0,,-157774000.0,,36746000.0,,,848884000.0,,,720989000.0,,-52103000.0,,4240000.0,,,5961380000.0,29168000.0,,,,-18340000.0,4850312000.0,,,-402321000.0,,,1408940000.0,,,,,,,819716000.0,,930155000.0,,,-33651000.0,,,,,,190160640.0,,,,2.343137,,,,,,,,,,,,,,,,
1346371200,-276700000.0,,87109000.0,71411000.0,,,,,,,,797932000.0,15776000.0,,4249000.0,,,268207000.0,1008837000.0,,34046000.0,,,,,,,,,,,727372000.0,,-7909000.0,,,5035650000.0,,4266408000.0,,,,,32286000.0,,,-7623000.0,,,,,,,,,,0.392157,,,7877000.0,,20420000.0,,223972620.0,845158000.0,,,,845158000.0,,829382000.0,,,-8433000.0,,357713000.0,3454860000.0,,,22659000.0,,,,,2196640000.0,5860123000.0,-2384000.0,,87109000.0,,9718500000.0,-279901000.0,,36246000.0,,,,,,,,,0.0,,169863000.0,,185975000.0,-16927000.0,,-380987000.0,,,,,,,,,58635000.0,,,,8249000.0,,3271722000.0,62754000.0,845158000.0,,,-36185000.0,,-224940000.0,,28718000.0,,,90921000.0,,,795783000.0,,58635000.0,,37085000.0,,,6263640000.0,32286000.0,,,,-133783000.0,5064340000.0,,,-12776000.0,,,1488426000.0,,,,,,,58635000.0,,1099758000.0,,,229722000.0,,,,,,190496220.0,,,,0.45098,,,,,,,,,,,,,,,,
1354233600,65859000.0,245291000.0,124344000.0,123520000.0,,,51637000.0,,,3414764000.0,,834624000.0,465585000.0,60641000.0,15851000.0,5037525000.0,,268159000.0,1036115000.0,,34046000.0,1605131000.0,488849000.0,31745000.0,34046000.0,5071713000.0,10362206000.0,326496000.0,,36482000.0,28081000.0,761406000.0,,-16742000.0,20538000.0,,5071713000.0,-62541000.0,5037525000.0,36482000.0,,322176000.0,,169115000.0,313621000.0,,-7639000.0,,-424648000.0,,5872149000.0,28129000.0,220690000.0,1310743000.0,,87906000.0,0.54902,32174000.0,,7713000.0,,20538000.0,1310743000.0,227844540.0,1310743000.0,3.509804,,,1310743000.0,316467000.0,845158000.0,-5709000.0,,25353000.0,77221000.0,999055000.0,2570041000.0,392611000.0,1310743000.0,23042000.0,,,,,859946000.0,6360998000.0,-44845000.0,222114000.0,124344000.0,761406000.0,10362206000.0,66238000.0,834624000.0,-84178000.0,,,-467561000.0,859946000.0,,-2822000.0,566065000.0,-78990000.0,-17149000.0,392611000.0,220690000.0,-17149000.0,223813000.0,-47622000.0,17370000.0,-68334000.0,,,3.04902,,,7792165000.0,679124000.0,,127965000.0,268159000.0,,147139000.0,7564000.0,190395240.0,3414764000.0,4341000.0,1310743000.0,-435218000.0,-47521000.0,-9103000.0,,-8178000.0,-499974000.0,65814000.0,94353000.0,,313822000.0,,4104706000.0,488849000.0,888241000.0,104923000.0,2570041000.0,23570000.0,-427470000.0,,7792165000.0,169115000.0,,6360998000.0,,-6874000.0,5872149000.0,,223813000.0,-18597000.0,313621000.0,-751668000.0,1605131000.0,87906000.0,223068900.0,379000.0,,,,144707000.0,-563051000.0,1349937000.0,679124000.0,-30394000.0,395385000.0,-78990000.0,999055000.0,-116166000.0,657332000.0,566065000.0,191208180.0,,1163604000.0,3216465000.0,0.637255,,,,,,,,,,,,,,,,
1362009600,-321492000.0,,57492000.0,56958000.0,,,,,,,,777994000.0,-68627000.0,,21668000.0,,,266803000.0,787981000.0,,34046000.0,,,,,,,,,58175000.0,,770290000.0,,10899000.0,,,5611976000.0,,5087952000.0,,,,,133512000.0,,,-7693000.0,,,,,,,,,,0.254902,,,6333000.0,,20571000.0,,230537340.0,1242116000.0,,,,1242116000.0,,1310743000.0,,,-28774000.0,,311933000.0,2582251000.0,,,26031000.0,,,-240000.0,,1230642000.0,6362629000.0,-15138000.0,,57492000.0,,10432269000.0,-322753000.0,,14576000.0,,,,,,,,,,,229880000.0,,4655000.0,-7730000.0,,-382546000.0,,,,,,,,,79352000.0,,,,6486000.0,,3495881000.0,260046000.0,1242116000.0,,,232342000.0,,-514597000.0,,-41108000.0,,,201965000.0,,,496683000.0,,53321000.0,,10417000.0,,-14708000.0,7850018000.0,133512000.0,,,,-514110000.0,5865946000.0,,,-3637000.0,,,1654930000.0,86339000.0,,-1261000.0,,,,68453000.0,,989946000.0,,,-7181000.0,,,,,,193338960.0,,,,0.294118,,,,,,,,,,,,,,,,
1369958400,-288417000.0,,137436000.0,142798000.0,,,,,,,,837252000.0,-350439000.0,,7952000.0,,,250607000.0,1090191000.0,,34046000.0,,,,,,,,,60178000.0,,919430000.0,,21926000.0,,,5830625000.0,,5132968000.0,,,,,170461000.0,,,-7697000.0,,,,,,,,,,0.598039,,,7406000.0,,20640000.0,,231188100.0,891677000.0,,,,891677000.0,,1242116000.0,,,-103000.0,,334741000.0,2754390000.0,,,25109000.0,,,22586000.0,,1322600000.0,6449318000.0,-169197000.0,,137436000.0,,10494157000.0,-290135000.0,,12415000.0,,,,,,,,,,,228491000.0,,37903000.0,13904000.0,,-442666000.0,,,,,,,,,187398000.0,,,,6708000.0,,3585602000.0,141966000.0,891677000.0,,,-17842000.0,,-438065000.0,,57960000.0,,,335933000.0,,,479098000.0,,162289000.0,,14404000.0,,-51996000.0,7739767000.0,170461000.0,,,,-92371000.0,5970220000.0,,,19491000.0,,,1784669000.0,74241000.0,,-1718000.0,,,,165472000.0,,1426124000.0,,,-203988000.0,,,,,,193810200.0,,,,0.696078,,,,,,,,,,,,,,,,
1377907200,-407830000.0,,120662000.0,122154000.0,,,,,,,,870461000.0,-319907000.0,,4325000.0,,,398077000.0,1220684000.0,,34046000.0,,,,,,,,,58609000.0,,959799000.0,,16087000.0,,,6528931000.0,,5305968000.0,,,,,185886000.0,,,-7752000.0,,,,,,,,,,0.529412,,,7944000.0,,20781000.0,,229841700.0,571770000.0,,,,571770000.0,,891677000.0,,,-21335000.0,,290283000.0,2708068000.0,,,22230000.0,,,9469000.0,,1273567000.0,6844907000.0,-12309000.0,,120662000.0,,11015593000.0,-409782000.0,,5641000.0,,,,,,,,,-108000.0,,270401000.0,,78032000.0,61764000.0,,-599681000.0,,,,,,,,,211589000.0,,,,10333000.0,,3714146000.0,32032000.0,571770000.0,,,-25315000.0,,-516719000.0,,108251000.0,,,381388000.0,,,668478000.0,,189359000.0,,9959000.0,,-35132000.0,8307525000.0,185886000.0,,,,-5124000.0,6176429000.0,,,67205000.0,,,1897579000.0,79283000.0,,-1952000.0,,,,195502000.0,,1602072000.0,,,55891000.0,,,,,,194614980.0,,,,0.607843,,,,,,,,,,,,,,,,
1385769600,210025000.0,689249000.0,164084000.0,183016000.0,,,36052000.0,,,4168901000.0,,882404000.0,398735000.0,49094000.0,169000.0,5079464000.0,,395026000.0,1429396000.0,,34046000.0,2053893000.0,683909000.0,33689000.0,34046000.0,6611548000.0,11273247000.0,-221773000.0,,144510000.0,30349000.0,1006523000.0,,27371000.0,21781000.0,,6611548000.0,-64664000.0,5079464000.0,144510000.0,,685836000.0,,215663000.0,181423000.0,,-7770000.0,,-807714000.0,,5961868000.0,164571000.0,288883000.0,970505000.0,,88700000.0,0.715686,34114000.0,,8666000.0,,21781000.0,970505000.0,230184420.0,970505000.0,2.431373,,,970505000.0,775854000.0,571770000.0,90018000.0,,-14452000.0,262894000.0,885703000.0,2614326000.0,265215000.0,970505000.0,20543000.0,,,-94523000.0,,875085000.0,6645777000.0,-28431000.0,681941000.0,164084000.0,1006523000.0,11273247000.0,206830000.0,882404000.0,3420000.0,,,151619000.0,875085000.0,,-8126000.0,705522000.0,-83792000.0,-12129000.0,265215000.0,288883000.0,-12320000.0,0.0,83681000.0,-62708000.0,-60401000.0,,,2.107843,,,8658921000.0,479674000.0,,297515000.0,395026000.0,,-340238000.0,10162000.0,194282460.0,4168901000.0,255205000.0,970505000.0,177015000.0,-225075000.0,73709000.0,,-157755000.0,-822365000.0,39468000.0,93913000.0,,485807000.0,,5935095000.0,683909000.0,1391358000.0,276972000.0,2614326000.0,14314000.0,-815840000.0,-44932000.0,8658921000.0,215663000.0,,6645777000.0,,-210760000.0,5961868000.0,,0.0,93956000.0,181423000.0,-1485294000.0,2053893000.0,88700000.0,230438400.0,-3195000.0,,,,270144000.0,-1627136000.0,1915203000.0,479674000.0,-30912000.0,-66495000.0,-83792000.0,885703000.0,-146768000.0,504926000.0,705522000.0,195368760.0,,1310743000.0,4543737000.0,0.823529,,,,,,,,,,,,,,,,
