,quarterlyInventory,quarterlyOtherIncomeExpense,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossProfit,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,trailingNetIncome,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingGrossProfit,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCurrentDebt,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyBasicEPS,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1125446400,207302000.0,403000.0,,,,,,536000.0,,3795000.0,,-34665000.0,,51000000.0,-5434000.0,29445000.0,,-91000.0,,,,29896000.0,,,,,,,,,,,-22818000.0,1343000.0,51450000.0,,,29799000.0,1286000.0,,77272000.0,,10738000.0,,,,,,258000.0,,,,,,,,-28252000.0,,,403798000.0,532520000.0,873033000.0,,,907000.0,,,,2892000.0,,8124000.0,,0.3,8382000.0,,,,,,2993000.0,,,6781000.0,37473000.0,,,,,,,17022000.0,,130389000.0,,,,,428521000.0,,,,9452000.0,-5284000.0,,60218000.0,,8124000.0,,,,168521000.0,111937000.0,,,,340513000.0,,,,,,,,,,,,,,,,14130000.0,,,351605000.0,-35309000.0,31877000.0,,1053000.0,,110813000.0,,70171000.0,,50249000.0,150000.0,,,444512000.0,,260000000.0,0.32,,-33463000.0,,,,,9452000.0,,46088000.0,9452000.0,,,0.0,,46088000.0,,,,,0.0,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,
1133308800,184741000.0,-623000.0,,,,,,109000.0,,4259000.0,,-36626000.0,,70000000.0,-39112000.0,24083000.0,,0.0,,,,29935000.0,,,,,,,,,,,26859000.0,11830000.0,47318000.0,,,30383000.0,1100000.0,,114322000.0,,23766000.0,,,,,,162000.0,,,,,,,,-12253000.0,,,403108000.0,564748000.0,951137000.0,,,2468000.0,,,,3120000.0,,19954000.0,,0.72,20116000.0,,,,,,2994000.0,,,8124000.0,53582000.0,,,,,,,31768000.0,,197458000.0,,,,,482241000.0,,,,22666000.0,-39112000.0,,86044000.0,,19954000.0,,,,217267000.0,150948000.0,,,,386389000.0,,,,,,,,,,,,,,,,28648000.0,,,374271000.0,1265000.0,31272000.0,,-187000.0,,165641000.0,,111414000.0,,63302000.0,0.0,,,468896000.0,,264974000.0,0.76,,22561000.0,,,,,22666000.0,,57396000.0,22666000.0,,,0.0,,57396000.0,,,,,0.0,,264974000.0,,,,,,,,,,,,,,,,,,,,,,,
1141084800,168401000.0,1567000.0,-30926000.0,,12427000.0,168401000.0,,1059000.0,,5549000.0,,-27039000.0,125606000.0,10000000.0,-4065000.0,-68941000.0,,0.0,81000.0,,,,,,,,3001000.0,,100703000.0,18417000.0,229694000.0,34755000.0,54419000.0,-1634000.0,15170000.0,266558000.0,83805000.0,31286000.0,2676000.0,81000.0,100703000.0,,9320000.0,,,,31286000.0,,97000.0,127742000.0,253000.0,-3432000.0,16866000.0,,55802000.0,,50354000.0,201003000.0,1706000.0,229694000.0,546570000.0,857744000.0,,-35264000.0,1160000.0,71378000.0,,1290000.0,3689000.0,,18320000.0,,,18417000.0,30175000.0,,,-52367000.0,,3001000.0,,-2923000.0,19954000.0,30175000.0,,18320000.0,54145000.0,29919000.0,-91000.0,,16991000.0,,134508000.0,49310000.0,,,18320000.0,382367000.0,589747000.0,,323189000.0,6644000.0,12888000.0,,61604000.0,10000000.0,18320000.0,,,,125606000.0,127742000.0,1160000.0,,-2954000.0,311174000.0,15170000.0,195180000.0,,97000.0,,,256761000.0,,,-27039000.0,,-21502000.0,,,311174000.0,13302000.0,1.65,382367000.0,380916000.0,48819000.0,,,-3263000.0,,107289000.0,201003000.0,72904000.0,49310000.0,54145000.0,103000.0,,31605000.0,475377000.0,380916000.0,254974000.0,,21752000.0,16340000.0,107289000.0,49310000.0,2194000.0,-17612000.0,6644000.0,546570000.0,48302000.0,6644000.0,,195180000.0,1706000.0,1.56,48302000.0,254974000.0,,584000.0,6492000.0,584000.0,857744000.0,256761000.0,,475377000.0,,,,,,,,,,,,,,,,,,,,,
1149033600,164019000.0,790000.0,,,,,,143000.0,,4506000.0,,-29467000.0,,12527000.0,-1700000.0,7843000.0,,40000.0,,,,30022000.0,,,,,,,,,,,943000.0,7752000.0,43470000.0,,,31777000.0,521000.0,,99330000.0,,7200000.0,,,,,,247000.0,,,,,,,,-757000.0,,,200551000.0,544500000.0,868494000.0,,,238000.0,,,,3880000.0,,26072000.0,,0.21,26319000.0,,,,,,3003000.0,,,18320000.0,32527000.0,,,,,,,14796000.0,,130441000.0,,,,,386979000.0,,,,6679000.0,-1034000.0,,57941000.0,,26072000.0,,,,125863000.0,128797000.0,,,,323994000.0,,,,,,,,-41000.0,,,,,,,,10916000.0,,,387595000.0,-8635000.0,31460000.0,,-458000.0,,114239000.0,201003000.0,72500000.0,,49032000.0,0.0,,,481515000.0,,260107000.0,0.22,,4382000.0,,,,,6679000.0,,47025000.0,6679000.0,,,1009000.0,,47025000.0,,,,,0.0,,261116000.0,,,,,,,,,,,,,,,,,,,,,,,
1156982400,185324000.0,287000.0,,,,,,349000.0,,4696000.0,,-32007000.0,,14974000.0,-2048000.0,403000.0,,54000.0,,,,30040000.0,,,,,,,,,,,7410000.0,5765000.0,40041000.0,,,26830000.0,1357000.0,,98839000.0,,12231000.0,,,,,,212000.0,,,,,,,,5362000.0,,,199891000.0,540027000.0,893217000.0,,,-318000.0,,,,3467000.0,,31837000.0,,0.35,32049000.0,,,,,,3006000.0,,,26072000.0,45182000.0,,,,,,,20107000.0,,147172000.0,,,,,400836000.0,,,,10874000.0,-2048000.0,,66668000.0,,31837000.0,,,,141805000.0,130846000.0,,,,353190000.0,,,,,,,,24000.0,,,,,,,,16640000.0,,,398469000.0,-7485000.0,31506000.0,,470000.0,,117032000.0,201003000.0,80504000.0,,54819000.0,0.0,,,492381000.0,,257660000.0,0.36,,-21305000.0,,,,,10874000.0,,50028000.0,10874000.0,,,1371000.0,,50028000.0,,,,,0.0,,259031000.0,,,,,,,,,,,,,,,,,,,,,,,
1164844800,146155000.0,468000.0,,,,,,3150000.0,,4487000.0,,-32827000.0,,10000000.0,-2539000.0,-1788000.0,,36000.0,164000.0,,,30160000.0,,,,,,,,,,,31507000.0,27180000.0,38990000.0,,,27848000.0,2665000.0,,98369000.0,,25478000.0,,,,,,221000.0,,,,,,,,28968000.0,,,199802000.0,538164000.0,931975000.0,,,-3067000.0,,,,3409000.0,,59017000.0,,0.72,59238000.0,,,,,,3025000.0,,,31837000.0,42607000.0,,,,,,,32511000.0,,213437000.0,,,,,416318000.0,,,,22813000.0,-2539000.0,,91477000.0,,59017000.0,,,,156759000.0,131196000.0,,,,393811000.0,,,,,,,,215000.0,,,,,,,,29102000.0,,,421282000.0,6367000.0,31769000.0,,-1300000.0,,168445000.0,201003000.0,121960000.0,,76304000.0,0.0,,,515657000.0,,257660000.0,0.76,,39169000.0,,,,,22813000.0,,62375000.0,22813000.0,,,1735000.0,,62375000.0,,,,,0.0,,259559000.0,,,,,,,,,,,,,,,,,,,,,,,
1172620800,144070000.0,1732000.0,24331000.0,,14301000.0,144070000.0,,344000.0,,4223000.0,,-35325000.0,135087000.0,10000000.0,-1108000.0,-17250000.0,,66000.0,1673000.0,,,,,,92875000.0,,3029000.0,,96669000.0,91394000.0,224220000.0,90406000.0,50546000.0,-23562000.0,11163000.0,279380000.0,84717000.0,33837000.0,517000.0,1673000.0,96669000.0,,10238000.0,,,,33837000.0,,55939000.0,131994000.0,0.0,17135000.0,17912000.0,,55147000.0,,49438000.0,201002000.0,2095000.0,224220000.0,533054000.0,906272000.0,,-62479000.0,-1566000.0,70416000.0,,2643000.0,3545000.0,,35455000.0,-148625000.0,,91394000.0,37779000.0,,,-7395000.0,,3029000.0,,-10792000.0,59017000.0,37779000.0,,35455000.0,53471000.0,30122000.0,196000.0,,17303000.0,,143882000.0,50087000.0,,,35455000.0,378855000.0,634932000.0,,355552000.0,9721000.0,-56858000.0,,63294000.0,10000000.0,35455000.0,,,,135087000.0,131994000.0,-1566000.0,,-677000.0,373218000.0,11163000.0,208964000.0,,55939000.0,,,243768000.0,343000.0,,-35325000.0,,26381000.0,,,373218000.0,13758000.0,1.66,378855000.0,431003000.0,36134000.0,,,611000.0,,115896000.0,201002000.0,80588000.0,50087000.0,53471000.0,-55750000.0,,31717000.0,527417000.0,431003000.0,240000000.0,,18320000.0,2085000.0,115896000.0,50087000.0,3986000.0,83011000.0,9721000.0,533054000.0,49536000.0,9721000.0,,208964000.0,2095000.0,1.58,49536000.0,240000000.0,541000.0,0.0,5060000.0,0.0,906272000.0,243768000.0,,527417000.0,,,,,,,,,,,,,,,,,,,,,
1180569600,156214000.0,1254000.0,,,,,,864000.0,,4113000.0,,-37891000.0,,10000000.0,-1111000.0,915000.0,,51000.0,894000.0,,,30294000.0,,,,,,,,,,,4910000.0,-6286000.0,36184000.0,,,32864000.0,1325000.0,,95405000.0,,11442000.0,,,,,,30384000.0,,,,,,,,3799000.0,,,209484000.0,553569000.0,902950000.0,,,278000.0,,82850000.0,,3524000.0,,29169000.0,,0.32,59553000.0,,,,,,3033000.0,,,35455000.0,34471000.0,,,,,,-57350000.0,17825000.0,,140170000.0,,,,,374563000.0,,,,10117000.0,-12111000.0,,60018000.0,,29169000.0,,,,123071000.0,133296000.0,,,,349381000.0,,,,,,,,318000.0,,,,,,,,14301000.0,,,435209000.0,-9632000.0,32035000.0,,583000.0,,111500000.0,212496000.0,80152000.0,,45736000.0,0.0,,,528387000.0,,240000000.0,0.33,,-3718000.0,,,,,10117000.0,,45717000.0,10117000.0,,,10598000.0,,45717000.0,,,,,0.0,,251492000.0,,,,,,,,,,,,,,,,,,,,,,,
1188518400,168255000.0,-254000.0,,,,,,3555000.0,,3820000.0,,-40183000.0,,13000000.0,-1555000.0,-25848000.0,,-4403000.0,1040000.0,,,30521000.0,,,,,,,,,,,14401000.0,5342000.0,10500000.0,,,29033000.0,-6354000.0,,94205000.0,,11899000.0,,,,,,12054000.0,,,,,,,,12846000.0,,,233856000.0,551788000.0,909676000.0,,,-2039000.0,,48250000.0,,3627000.0,,34511000.0,,0.56,46565000.0,,,,,,3070000.0,,,29169000.0,43982000.0,,,,,,-30000000.0,19125000.0,,157924000.0,,,,,365775000.0,,,,18253000.0,16789000.0,,68226000.0,,34511000.0,,,,142221000.0,134388000.0,,,,357888000.0,,,,,,,,620000.0,,,,,,,,15498000.0,,,444801000.0,-7205000.0,32445000.0,,-883000.0,,121953000.0,213227000.0,89698000.0,,56206000.0,0.0,,,543901000.0,,212000000.0,0.6,,-12343000.0,,,,,18253000.0,,52728000.0,18253000.0,,,10514000.0,,52728000.0,,,,,0.0,,223554000.0,,,,,,,,,,,,,,,,,,,,,,,
1196380800,146413000.0,-1391000.0,,,,,,69000.0,,3603000.0,,-42611000.0,,13000000.0,-1958000.0,89000.0,,20000.0,,,,30708000.0,,,,,,,,,,,36827000.0,916000.0,10432000.0,,,16597000.0,3603000.0,,91387000.0,,26445000.0,,,,,,51685000.0,,,,,,,,34869000.0,,,202987000.0,517856000.0,935332000.0,,,-6239000.0,,14000000.0,,3634000.0,,35427000.0,,0.73,87112000.0,,,,,,3071000.0,,,34511000.0,48151000.0,,,,,,-53650000.0,34315000.0,,210348000.0,,,,,372438000.0,,,,22842000.0,-36000000.0,,90068000.0,,35427000.0,,,,149205000.0,133998000.0,,,,417476000.0,,,,,,,,5669000.0,,,,,,,,30681000.0,,,467643000.0,9152000.0,31296000.0,,-867000.0,,162722000.0,212874000.0,120280000.0,,71457000.0,0.0,,,562894000.0,,212000000.0,0.74,,21893000.0,,,,,22842000.0,,59387000.0,22842000.0,,,11233000.0,,59387000.0,,,,,0.0,,223233000.0,,,,,,,,,,,,,,,,,,,,,,,
1204243200,144867000.0,3847000.0,7039000.0,,14298000.0,144867000.0,,366000.0,,3489000.0,,-44524000.0,119460000.0,3000000.0,-3085000.0,-15346000.0,,19000.0,410000.0,,,,,,170200000.0,,3038000.0,,91611000.0,121712000.0,202438000.0,109906000.0,53768000.0,22424000.0,9258000.0,281695000.0,88222000.0,0.0,1190000.0,410000.0,91611000.0,,11487000.0,,,,0.0,,63861000.0,136135000.0,-738000.0,22396000.0,15025000.0,,61273000.0,,50683000.0,212922000.0,11747000.0,202438000.0,516229000.0,911993000.0,,-47320000.0,-8351000.0,73924000.0,25100000.0,2374000.0,3513000.0,,57851000.0,-178275000.0,,121712000.0,42763000.0,,,-7709000.0,,3038000.0,,-40190000.0,35427000.0,42763000.0,,57851000.0,73697000.0,30531000.0,-4313000.0,-37275000.0,16957000.0,,144106000.0,61509000.0,,,57851000.0,343617000.0,652548000.0,,370853000.0,10297000.0,-15998000.0,,63383000.0,3000000.0,57851000.0,,,,119460000.0,136135000.0,-8351000.0,,1377000.0,395764000.0,9258000.0,207771000.0,,63861000.0,,,224157000.0,149000.0,,-44524000.0,,29350000.0,-5731000.0,,395764000.0,13444000.0,2.01,343617000.0,473361000.0,37035000.0,,,2544000.0,,105615000.0,212922000.0,80723000.0,61509000.0,73697000.0,-738000.0,,31798000.0,568376000.0,473361000.0,212000000.0,,35455000.0,1207000.0,105615000.0,61509000.0,4854000.0,102197000.0,10297000.0,516229000.0,49939000.0,10297000.0,,207771000.0,11747000.0,1.93,49939000.0,212000000.0,6756000.0,861000.0,-236000.0,861000.0,911993000.0,224157000.0,,568376000.0,,,,,,,,,,,,,,,,,,,,,
1212192000,149724000.0,-6845000.0,,,,,,116000.0,,3453000.0,,-46647000.0,,3000000.0,-2472000.0,-2751000.0,,19000.0,,,,30217000.0,,,,,,,,,,,-18555000.0,-7555000.0,56679000.0,,,0.0,1570000.0,,90598000.0,,7128000.0,,,,,,38000.0,,,,,,,,-21027000.0,,,193999000.0,554017000.0,892792000.0,,,-5653000.0,,15250000.0,,3445000.0,,50296000.0,,0.18,50334000.0,,,,,,3021000.0,,,57851000.0,34203000.0,,,,,,,13111000.0,,145003000.0,,,,,318416000.0,,,,5558000.0,13751000.0,,63021000.0,,50296000.0,,,,95962000.0,137245000.0,,,,338775000.0,,,-2886000.0,,,,,11615000.0,,,,,,,,9666000.0,,,475959000.0,-40034000.0,31017000.0,,971000.0,,114642000.0,212621000.0,81982000.0,,58759000.0,0.0,,,574376000.0,,212000000.0,0.18,,-4715000.0,,,,,5558000.0,,53355000.0,5558000.0,,,10454000.0,,45595000.0,,,,,2667000.0,,222454000.0,,,,,,,,,,,,,,,,,,,,,,,
1220140800,166393000.0,-22000.0,,,,,,294000.0,,3484000.0,,-48500000.0,,78000000.0,-1535000.0,-2686000.0,,20000.0,6000.0,,,30206000.0,,,,,,,,,,,9404000.0,7953000.0,54539000.0,,,0.0,1526000.0,,87765000.0,,12124000.0,,,,,,29000.0,,,,,,,,7869000.0,,,193332000.0,548257000.0,911912000.0,,,-5469000.0,,1150000.0,,3625000.0,,58249000.0,,0.34,58278000.0,,,,,,3022000.0,,,50296000.0,38891000.0,,,,,,,18479000.0,,153543000.0,,,,,326070000.0,,,,10598000.0,1235000.0,,65144000.0,,58249000.0,,,,181244000.0,136265000.0,,,,363655000.0,,,0.0,,,,,-3492000.0,,,,,,,,14854000.0,,,486557000.0,-4004000.0,31241000.0,,2691000.0,,116059000.0,212621000.0,88399000.0,,64353000.0,0.0,,,585842000.0,,134000000.0,0.35,,-16669000.0,,,,,10598000.0,,50290000.0,10598000.0,,,10820000.0,,50290000.0,,,,,0.0,,144826000.0,,,,,,,,,,,,,,,,,,,,,,,
1228003200,171724000.0,-117000.0,,,,,,317000.0,,3380000.0,,-49449000.0,,78000000.0,-957000.0,-1037000.0,,24000.0,,,,30196000.0,,,,,,,,,,,12325000.0,29308000.0,29234000.0,,,0.0,2106000.0,,85957000.0,,17196000.0,,,,,,421000.0,,,,,,,,11368000.0,,,197256000.0,525955000.0,948734000.0,,,-9790000.0,,24175000.0,,3534000.0,,87557000.0,,0.48,87978000.0,,,,,,3014000.0,,,58249000.0,51693000.0,,,,,,,23535000.0,,185619000.0,,,,,350125000.0,,,,15090000.0,18020000.0,,73544000.0,,87557000.0,,,,208995000.0,135406000.0,,,,422779000.0,,,-1378000.0,,,,,1420000.0,,,,,,,,20001000.0,,,500564000.0,-7286000.0,31229000.0,,-457000.0,,142891000.0,212621000.0,112075000.0,,79302000.0,-4765000.0,,,598609000.0,,134000000.0,0.5,,-4825000.0,,,,,15090000.0,,53543000.0,15090000.0,,,7130000.0,,53543000.0,,,,,0.0,,141130000.0,,,,,,,,,,,,,,,,,,,,,,,
1235779200,169780000.0,117614000.0,-24265000.0,,14185000.0,169780000.0,,,,3370000.0,,-51607000.0,172252000.0,78000000.0,-895000.0,-3007000.0,,25000.0,0.0,,-4765000.0,,19973000.0,,41175000.0,,2988000.0,1488000.0,83946000.0,103245000.0,143660000.0,21927000.0,18753000.0,15118000.0,9526000.0,255402000.0,-23593000.0,0.0,126000.0,0.0,83946000.0,,-87913000.0,,,,0.0,,570000.0,135553000.0,0.0,44824000.0,13687000.0,-3157000.0,-51465000.0,,17858000.0,166131000.0,0.0,143660000.0,424854000.0,821307000.0,,32378000.0,-10294000.0,67058000.0,600000.0,109712000.0,3581000.0,,102675000.0,-786000.0,,103245000.0,33957000.0,,,-5859000.0,,2988000.0,,-9481000.0,87557000.0,33957000.0,,102675000.0,60295000.0,30173000.0,88000.0,-333000.0,-86478000.0,,138580000.0,-56793000.0,,,102675000.0,312614000.0,622745000.0,,367343000.0,-88039000.0,-628000.0,19973000.0,53693000.0,78000000.0,102675000.0,,,,172252000.0,135553000.0,-10294000.0,,2379000.0,396453000.0,9526000.0,188344000.0,-3007000.0,570000.0,,,140362000.0,-3900000.0,,-51607000.0,-3417000.0,-52445000.0,-7271000.0,,396453000.0,14777000.0,-1.88,312614000.0,410372000.0,-1121000.0,,,-826000.0,,103548000.0,166131000.0,84887000.0,-56793000.0,60295000.0,-5859000.0,,30173000.0,508693000.0,410372000.0,140362000.0,,57851000.0,1944000.0,103548000.0,-56793000.0,,16068000.0,-88039000.0,424854000.0,38916000.0,-88039000.0,,188344000.0,0.0,-1.88,38916000.0,140362000.0,5643000.0,0.0,5328000.0,0.0,821307000.0,140362000.0,,508693000.0,,,,,,,,,,,,,,,,,,,,,
1243728000,168305000.0,442000.0,,,,,,,,3460000.0,,-53979000.0,,78000000.0,-651000.0,-3110000.0,,-2705000.0,,,,30578000.0,19285000.0,,,,,,,,,,10360000.0,-53371000.0,460962000.0,,,0.0,1660000.0,,81923000.0,,16169000.0,-60000000.0,-1859000.0,,,,784000.0,,,,,,,,9709000.0,,,182863000.0,480247000.0,825347000.0,,,-10672000.0,,0.0,,3878000.0,,50088000.0,,0.47,50088000.0,,,,,,3007000.0,,,102675000.0,29911000.0,,,,,,,19629000.0,,143873000.0,,,117000.0,,303625000.0,,,,14509000.0,-60621000.0,,58509000.0,,49304000.0,,,,165725000.0,135902000.0,,,,345100000.0,,,-419000.0,,,,,-27000.0,,,,,,,,19187000.0,,,419159000.0,-10315000.0,30578000.0,,2212000.0,,105220000.0,185831000.0,85364000.0,,57814000.0,0.0,,,521722000.0,,137900000.0,0.474491,,1475000.0,,,,,14509000.0,,39322000.0,14509000.0,,,0.0,,39322000.0,,,,,21487000.0,,137900000.0,,,,,,,,,,,,,,,,,,,,,,,
1251676800,153996000.0,-539000.0,,,,,,,,2587000.0,,-56394000.0,,3000000.0,-930000.0,-77155000.0,,177000.0,547000.0,,,30098000.0,,,,,,,,,,,40349000.0,-36648000.0,30047000.0,,,0.0,1607000.0,,80214000.0,,17518000.0,0.0,-11252000.0,,,,17000.0,,,,,,,,39419000.0,,,180222000.0,476314000.0,780204000.0,,,-9608000.0,,1074000.0,,4055000.0,,12656000.0,,0.51,12673000.0,,,,,,3016000.0,,,49304000.0,34319000.0,,,,,,,24160000.0,,162193000.0,,,714000.0,,240039000.0,,,,15911000.0,158000.0,,68894000.0,,12656000.0,,,,103978000.0,136608000.0,,,,303890000.0,,,0.0,,,,,371000.0,,,,,,,,20644000.0,,,435070000.0,19050000.0,30920000.0,,-278000.0,,116315000.0,185831000.0,93299000.0,,66659000.0,0.0,,,540165000.0,,135514000.0,0.53,,14309000.0,,,,,15911000.0,,48250000.0,15911000.0,,,0.0,,48250000.0,,,,,0.0,,136061000.0,,,,,,,,,,,,,,,,,,,,,,,
1259539200,129757000.0,125000.0,,,,,,,,2146000.0,,-58339000.0,,3000000.0,-1722000.0,739000.0,,-4425000.0,219000.0,,,30357000.0,,,,,,,,,,,47220000.0,46304000.0,29947000.0,,,0.0,3110000.0,,79826000.0,,27843000.0,0.0,-28749000.0,,,,0.0,,,,,,,,45498000.0,,,178868000.0,474472000.0,826169000.0,,,-10429000.0,,67000.0,,3503000.0,,58960000.0,,0.8,58960000.0,,,,,,3050000.0,,,12656000.0,37694000.0,,,,,,,33492000.0,,189399000.0,,,433000.0,,262762000.0,,,,24733000.0,-1655000.0,,83522000.0,,58960000.0,,,,117812000.0,138165000.0,,,,351697000.0,,,0.0,,,,,233000.0,,,,,,,,29864000.0,,,451864000.0,17825000.0,31047000.0,,493000.0,,144831000.0,185831000.0,105877000.0,,77118000.0,0.0,,,563407000.0,,136310000.0,0.81,,24239000.0,,,,,24733000.0,,53658000.0,24733000.0,,,0.0,,53658000.0,,,,,0.0,,144950000.0,0.0,,,,,,,,,,,,,,,,,,,,,,
